name,postal_code,city
Beuvrages,59192,Beuvrages
Saint-Amand-les-Eaux,59230,Saint-Amand-les-Eaux
Farbus,62580,Farbus
La Bassée - Violaines,59480,Bassée
Cuinchy,62149,Cuinchy
Steenbecque,59189,Steenbecque
Nœux-les-Mines,62390,Nœux-les-Mines
Biache-Saint-Vaast,62118,Biache-Saint-Vaast
Rœux,62118,Rœux
Bibliothèque François Mitterrand,75013,Paris
Futuroscope,86360,Chasseneuil-du-Poitou
Penhoët,44600,Saint-Nazaire
Avignon TGV terminal TER,84000,Avignon
Beaurainville,62990,Beaurainville
Wacquemoulin,60420,Wacquemoulin
Daours,80800,Daours
Longroy - Gamaches,76260,Longroy
Grandvilliers,60210,Grandvilliers
Méru,60110,Méru
Cires-lès-Mello,60660,Cires-lès-Mello
Ham,80400,Ham
Nesle,80190,Nesle
Rosières,80170,Rosières-en-Santerre
Remy,60190,Remy
Gannes,60120,Gannes
Ingersheim Cité Scolaire,68040,Ingersheim
Les Bons Pères,59131,Rousies
Voyenne,02250,Voyenne
Dercy - Froidmont,02270,Dercy
Chauny,02300,Chauny
Anizy - Pinon,02320,Pinon
Tergnier,02700,Tergnier
Montescourt-Lizerolles,02440,Montescourt-Lizerolles
Busigny,59137,Busigny
Avesnelles,59440,Avesnelles
Ors,59360,Ors
Anor,59186,Anor
Mont de Terre,59000,Lille
Lezennes,59260,Lezennes
Annappes,59650,Villeneuve-d'Ascq
Fretin,59273,Fretin
Wattignies - Templemars,59680,Templemars
Don - Sainghin,59272,Sainghin-en-Weppes
Santes,59211,Santes
Comines,59560,Comines
Strazeele,59270,Strazeele
La Madeleine,59110,Madeleine
Haussmann Saint-Lazare,75009,Paris
Magenta,75010,Paris
Ebblinghem,59173,Ebblinghem
Pont d'Ardres,62610,Ardres
Gravelines,59820,Gravelines
Ermont Halte,95120,Ermont
Viarmes,95270,Viarmes
Valmondois,95430,Butry-sur-Oise
Montsoult - Maffliers,95560,Montsoult
Bouffémont - Moisselles,95570,Bouffémont
Boran-sur-Oise,60820,Boran-sur-Oise
Précy-sur-Oise,60460,Précy-sur-Oise
Sarcelles - Saint-Brice,95200,Saint-Brice-sous-Forêt
Rieux - Angicourt,60870,Rieux
Laigneville,60290,Laigneville
Sannois,95110,Sannois
Chaponval,95430,Auvers-sur-Oise
Franconville - Le Plessis-Bouchard,95130,Franconville
Esches,60110,Esches
Thieux - Nantouillet,77230,Thieux
Jaux,60880,Jaux
Margival,02880,Margival
Crouy,02880,Crouy
Dammartin - Juilly - Saint-Mard,77230,Saint-Mard
Sevran Beaudottes,93270,Sevran
Le Bourget T11,93350,Drancy
Paris Gare du Nord RER,75010,Paris
Lille Europe,59777,Lille
Rothau,67570,Rothau
Obernai,67210,Obernai
Dambach-la-Ville,67650,Dambach-la-Ville
Benfeld,67230,Benfeld
Kurtzenhouse,67240,Kurtzenhouse
Hunspach,67250,Hunspach
Soultz-sous-Forêts,67250,Soultz-sous-Forêts
Hoelschloch,67250,Surbourg
Niederbronn-les-Bains,67110,Niederbronn-les-Bains
Iteuil,86240,Iteuil
Haguenau,67500,Haguenau
Mothern,67470,Mothern
Steinbourg,67790,Steinbourg
Brumath,67170,Brumath
Longwy,54400,Longwy
Herbitzheim,67260,Herbitzheim
Sarreinsming,57115,Sarreinsming
Sarreguemines,57200,Sarreguemines
Valleroy - Moineville,54910,Valleroy
Hatrize,54800,Hatrize
Conflans - Jarny,54800,Jarny
Bénestroff,57670,Bénestroff
Sanry-sur-Nied,57530,Sanry-sur-Nied
Woippy,57140,Woippy
Metz Nord,57000,Rombas
Metz,57000,Metz
Sierck-les-Bains,57480,Sierck-les-Bains
Maizières-lès-Metz,57210,Maizières-lès-Metz
Thionville,57100,Thionville
Champagney,70290,Champagney
Ronchamp,70250,Ronchamp
Héricourt,70400,Héricourt
Petit-Croix,90130,Petit-Croix
Raedersheim,68190,Raedersheim
Lutterbach,68460,Lutterbach
Lutterbach Tram-train,68460,Lutterbach
Breitenbach-Haut-Rhin,68380,Breitenbach-Haut-Rhin
Oderen,68830,Oderen
Fellering,68470,Fellering
Thann,68800,Thann
Turckheim,68230,Turckheim
Logelbach,68124,Wintzenheim
Rouffach,68250,Rouffach
Zillisheim,68720,Zillisheim
Bartenheim,68870,Bartenheim
Habsheim,68440,Habsheim
Colmar Saint-Joseph,68000,Colmar
Pagny-sur-Meuse,55190,Pagny-sur-Meuse
Nançois - Tronville,55500,Nançois-sur-Ornain
Saint-Dizier,52100,Saint-Dizier
Anchamps,08500,Anchamps
Carignan,08110,Carignan
Sedan,08200,Sedan
Fumay,08170,Fumay
Revin,08500,Revin
Deville,08800,Deville
Monthermé,08800,Monthermé
Joigny-sur-Meuse,08700,Joigny-sur-Meuse
Champagne-Ardenne TGV,51430,Bezannes
Amifontaine,02190,Amifontaine
Fismes,51170,Fismes
La Plaine Stade de France - Saint-Denis - Aubervilliers,93200,Saint-Denis
Ker Lann,35170,Bruz
Meuse TGV,55220,Trois-Domaines
Saint-Michel-sur-Meurthe,88470,Saint-Michel-sur-Meurthe
Remiremont,88200,Remiremont
Arches,88380,Arches
Contrexéville,88140,Contrexéville
Vincey,88450,Vincey
Épinal,88000,Épinal
Froncles,52320,Froncles
Lorraine TGV,57420,Louvigny
Dieulouard,54380,Dieulouard
Thiaville-sur-Meurthe,54519,Thiaville-sur-Meurthe
Ménil Flin,54200,Flin
Saint-Clément - Laronxe,54950,Saint-Clément
Blainville - Damelevières,54360,Damelevières
Dombasle-sur-Meurthe,54110,Dombasle-sur-Meurthe
Varangéville - Saint-Nicolas,54110,Varangéville
Laneuveville-devant-Nancy,54410,Laneuveville-devant-Nancy
Brion - Montréal-la-Cluse,01460,Brion
Romilly-sur-Seine,10100,Romilly-sur-Seine
Crécy-la-Chapelle,77580,Crécy-la-Chapelle
Couilly - Saint-Germain - Quincy,77860,Saint-Germain-sur-Morin
La Ferté-sous-Jouarre,77260,Ferté-sous-Jouarre
Montry - Condé,77450,Montry
Meaux,77100,Meaux
Nangis,77370,Nangis
Émerainville - Pontault-Combault,77340,Pontault-Combault
Les Pavillons-sous-Bois,93320,Pavillons-sous-Bois
Val de Fontenay,94120,Fontenay-sous-Bois
Le Chénay Gagny,93220,Gagny
Le Raincy - Villemomble - Montfermeil,93340,Raincy
Lille CHR,59000,Lille
Nice Pont Michel,06088,Nice
Châteaubriant Tram Train,44110,Châteaubriant
Lurbe-Saint-Christau,64660,Lurbe-Saint-Christau
Irigny Yvours,69540,Irigny
Méroux,90400,Meroux-Moval
